@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'@VodafoneUK I am sick of VF sending same stnd reply  processing error in warehouse. This has happened twice this y… https://t.co/wFAYBBmlwT',other
'Well, 5 days after my phone broke I finally got a new one. Hope this works for more than 3 days @VodafoneUK 👀 still horrific service though.',phone_services
'RT @teepee82: 200GB of fee data on my tablet. Thanks @VodafoneUK 😊 #getstreaming',other
'@VodafoneUK Get it right and read the case correctly! @MartinSLewis please take this on it is exhausting me &amp; my Tumour!!',other
'@VodafoneUK And now... 20 mins of #sales pitch masquerading as #CustomerService Yet another reason why @VodafoneUK are shockingly rubbish',sales
'@VodafoneUK Is fine dear God leave me alone service rubbish no signal wish I could leave this terrible terrible company.',signal 
'@VodafoneUK yet again another dept collection letter my bill is paid every month when I speak to live chat they tell me my account 1\2',financial
'@VodafoneUK Why did they ask for date of birth &amp; whole of my pin? I said I was going to call back they said dont b… https://t.co/CNgexZHBVu',customer_service
'Any1 ordring free upgrade from @VodafoneUK or buying one needs to b extra vigilant what u get. Out of 4 upgrades this year, we rec 2 refurb!',financial
'@sonyxperia XZ Premium not showing update being available here, @VodafoneUK contract',phone_services
'Yes @VodafoneUK oi @EE this is how you respond to someone, not just a generic tweet and no response from the store https://t.co/JKoVamoa3q',customer_service
'RT @vklpalmer: Shame on you @VodafoneUK with this Stroke Victim and his wife!! #Vodafone #shameonyou https://t.co/AZB5JxeM5e',other
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',other
'RT @iffish2017: @VodafoneUK Was told you would be back in touch within 5 days still nothing, NO SURPRISE, but have had an email threatening…',customer_service
'RT @will_weaver: When will the @Apple #iPhoneX be viewable in #phoneshop @ThreeUK @O2 @VodafoneUK',phone_services
'Another day another nightmare @VodafoneUK experience - my wife &amp; daughter have suffered SO much stress &amp; grief over… https://t.co/ufZGKsuqmu',other
'RT @PublicTech: PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report: https://t.co/m5F…',other
'@VodafoneUK Just trying to top up while logged into the account.. Fails every time...',phone_services
'@StopFundingHate @gladstonebrooke @FidelityUKPR @Bupa @virginmedia @newsworks_uk @TilneyGroup @VodafoneUK  https://t.co/CBsucKJOTu',other
'@VodafoneUK which should’ve made my bill around £76 not £180, this is an actual joke, it’s left me with no money!',financial
'@VodafoneUK now at work waiting for my new device to be delivered but have a useless old phone with me coz Ive bee… https://t.co/BteToyKMJi',phone_services
'PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report:… https://t.co/hxmo5wjGMX',other
'RT @8amy232: @vodafone @theresa_may @VodafoneUK @Ofcom @BBCNews @lynbrownmp @SkyNews #VODAFONE CUSTOMERS BEEN OVERPAYING ON PHONES FOR YEAR…',other
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',other
'@JennyTFitz @VodafoneUK I left vodaphone ages ago after so much grief ! O2 is much better x',other
'@VodafoneUK @VodafoneUKhelp  you wont release me from contracts that are out of date! Shame on your company',customer_service
'@VodafoneUK Tweeting since 2 days to Vodafone india.Not gettin a response from them. Any chance of u wanting me as a repeat customer',customer_service
'@VodafoneUK  I’m looking to pre order iPhone x on Friday. Would delivery be in launch day?',phone_services
'What an absolute disgrace of a company @VodafoneUK is. How has it lasted so long with such abysmal customer service?',customer_service
'@VodafoneUK all known to your chief executive, overpaying on the phone, promising to pay a refund, breaking the pro… https://t.co/P0TPiiOk9y',customer_service
'@VodafoneUK How do I make a official complaint after my first lot of shocking customer service, I now find I have been given the wrong info?',customer_service
'RT @CouncillorTudor: I wonder what it would take to get a phone signal between Bristol and Birmingham, @VodafoneUK ? A contract? No, have o…',signal 
'RT @JennyTFitz: 1/2 I urge people not to go with @VodafoneUK I have NEVER missed a single payment, yet have had to deal with constant mis…',financial
'RT @Gearselected: @StopFundingHate @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @SmartEnergyGB Already ca…',other
'RT @JennyTFitz: Still not had a response @VodafoneUK',other
'@VodafoneUK sent me a text in Morocco saying it was £5 a day on my World Traveller and then when I get back tell me it was all a lie! £1000!',financial
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',other
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',other
'How can a phone company cause you this amount of stress @VodafoneUK Im so upset right now seriously',customer_service
'Latest begging request to @VodafoneUK for my unlock code. Its only the 18th day or 12th working days as they put i… https://t.co/dSzUJpjGtP',phone_services
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',other
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',other
'@VodafoneUK Have tried calling your complaints department but it asks for the mobile phone no. to discuss, which is… https://t.co/7GU8TSuxN1',customer_service
'@VodafoneIN @vodafoneNZ @VodafoneUK @VodafoneAU @VodafoneQatar @VodafoneUKhelp @VodafoneGhana @Vodacom and what is… https://t.co/D8QTLXNHaF',other
'RT @CSWnews: PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report:… ',other
'RT @PublicTech: PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report:… ',other
'@VodafoneUK Talk to the same person? As a Vodafone customer, Id quite like to talk to ANY real person when I hav… https://t.co/t3M6feD9Td',customer_service
'@VodafoneUK Yes. Apparently it is going to take 48 hrs to make it possible to use my inclusive entertainment pack w… https://t.co/ieoP0da9uA',customer_service
'@EE why do you keep messaging me im with @VodafoneUK now 🙂 https://t.co/kqq5L20bU5',other
'@Chris_brennan91 @VodafoneUK Sky and Virgin are sh*te too. Charge you the earth for substandard service. They’re ge… https://t.co/gsyNcQFqnU',financial
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/ojWGaogEMW',financial
'@VodafoneUK  can you explain? Full WiFi bars but doesn’t work. Had to disconnect to send this tweet. Have your inte… https://t.co/SKCE9VbhSw',internet
'@VodafoneIN @VodafoneGroup @VodafoneUK Its frustrating &amp; embarrassing to opt Intl roaming @VodafoneIN &amp; not have the services. #cheaters',phone_services
'@VodafoneUK I spent the majority of my weekend speaking to your consultants that didnt believe me, I’m writing a letter of complaint 🙃',customer_service
'@VodafoneUK OMG! Social fail, it was tongue in cheek. Not meant literally!',other
'Looking to shape your career in retail? Our new #apprenticeships have loads to offer. Find out more… https://t.co/vlLXLDiZmg',other
'@VodafoneUK I have messaged you and hope that you can rectify this error, your customer service  so far has been di… https://t.co/h3VPESn9LU',customer_service
'@VodafoneUK Apple tech have physically checked the phone and confirmed their is no accidental damage?',phone_services
'Not once did @VodafoneIN call, @VodafoneUK did,offered just £50 instead of the £563 promised so many times.  Disgra… https://t.co/CQukEq2lBr',financial
'@VodafoneUK the last year has been a nightmare no signal in my house and can’t even get WiFi calling RUBBISH service !!!!',signal 
'@VodafoneUK No sign. Ive been told so many versions of events I havent a clue whats going on and neither do your staff!! 2/2',signal 
'@VodafoneUK I get this, but doesn’t seem to be an issue when I travel elsewhere in the country!',other
'@VodafoneUK Need to change bank details, just upgraded. Do I need to wait? How can I do this?',financial
'@VodafoneUK at the end of my tether! Wifi hasnt been working for 3 weeks! FIX UP!',internet
'@MSR_78 @TalkUKTelecoms @VodafoneUK Have you heard of the Joi network?',network
'@VodafoneUK Your Broadband appears to be down again. Another outage?',phone_services
'RT @KirstySimmons7: No signal AGAIN @VodafoneUK  What am I paying line rental for? Not a happy customer ☹️',signal 
'@VodafoneUK #NOSIGNAL no signal all day today 3 day in a row',financial
'@VodafoneUK Paying for a phone Ive already paid for ..dont want to leave Vodafone..but customer service when your… https://t.co/QIVnkQUIND',financial
'@VodafoneUK Its a whole area issue, not confined to my postcode, believe it or not theyre called mobiles for a reason.',network
'@VodafoneUK what a joke! Upgraded today &amp; it’s 2b delivered 2moro but u’ve already cut my old phone off &amp; I gotta go to work without service',phone_services
'Thats when I noticed other shops had their doors wide open too. Looking at you @VodafoneUK @hsamueljeweller @holland_barrett #coulddobetter',other
'@VodafoneUK I disagree with you. Can you tell me the last time an area of London had no Vodafone signal for 10 days?',signal 
'@VodafoneUK because if you dont..you will get put thru to an Indian man/woman who you cant understand and pay.',other
'@VodafoneUK @VodafoneUKhelp think you need to get on this!! https://t.co/ZYQzM0g9SD',other
'Just switched from @VodafoneUK to @O2 and they have the same aversion to actually talking to customers. Like we have a disease.',other
'@VodafoneUK I dont want to do a live chat- I wouldnt have tried to call otherwise! I just want to speak to someon… https://t.co/rSR7pJ75ls',phone_services
'RT @hatetorycuts: @ladylittler @local_labour @HightownVillage @VodafoneUK @Bill_Esterson So sad I pay £50 month for crap speeds crappier se…',financial
'@VodafoneUK No worries!',other
'@VodafoneUK I just want to check the price of the iPhone x monthly contacts before I get a phone off yourselves',financial
'@VodafoneUK Like to talk to someone who is going to help you &amp; doesnt go into work everyday looking for confrontat… https://t.co/zloXqHNcWp',customer_service
'@VodafoneUK is it legal the way you increase prices during a contract because you know I’m leaving in 6 months @metpoliceuk',financial
'@VodafoneUK I have single bill for all family phones - one of them had £100 of EXTRA data useage but I got no text or email although I pay!',financial
'@TheAWSmith @Se_Railway @VodafoneUK Seems they have a strange network - middle of the Lake District and I have 3 bars and 4g?',mobile_data
'@vodafone Absolutely sick of @vodafone s attempt at customer service @VodafoneUK',customer_service
'@VodafoneUK I’ll go lie down now in preparation for the shock',other
'@VodafoneUK: What is so exciting about any of this? https://t.co/1SiTEqqoNa',other
'@VodafoneUK @VodafoneUK  it’s not that the customer service is a joke',customer_service
'Still a short while untill we close and theres still time to pick up our #PhoneoftheDay! Get this iPhone 6, 16GB o… https://t.co/CGojgUHplG',sales
'@VodafoneUK If its a hard drive fault is not broken but a phone that it not fit for purpose. It should be changed under sale of goods act.',sales
